id	createdAt	username	forum	thread	raw message
4276450834	2019-01-09T04:11:10	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No cell service anywhere in Richmond Hill Bryan county GEORGIA  and I am getting pissed
4276907956	2019-01-09T13:31:12	lindsayjerome	istheservicedown	Verizon outage or service down? Current problems and outages	"Searching" ... Lebanon, NH - Unable to make calls...unable to receive calls on WiFi from other iPhone users.  I am able to send text via iMessage on WiFi.
4277139697	2019-01-09T16:07:16	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	LIMERICK, PA OUT SINCE MONDAY AT 10 AM.... WE ARE A BUSINESS AND HAVE NOT HAD INTERNET SINCE MONDAY!!!!!
4277506797	2019-01-09T19:35:02	disqus_rAzynkBz3g	istheservicedown	Verizon outage or service down? Current problems and outages	Out in ny suburbs also. Internet and fios tv.
4277719778	2019-01-09T21:45:27	pondering_mind	istheservicedown	Verizon outage or service down? Current problems and outages	Kent, WA - network is only at 1X -76dBm, cannot log into anything, texting is slow / non-existent... This is really bad when you are an Uber driver.
4277931891	2019-01-10T00:21:27	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	It was scary to not be able to use my phone or get online to find out what was going on. Verizon should have texted all affected, because although the log says it was on and off, I didn't know when to reboot. I hope this ends or I will be going to ATT!
4277964012	2019-01-10T00:50:23	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Calls on my cell phone constantly have static and sometimes sound like someone is on the line. The quality of the call is so bad I can’t hear the other person and they can’t hear most of my side of the conversation.
4277965864	2019-01-10T00:52:03	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	The cell quality is terrible.  There is so much static I can’t hear the other person and they can’t hear most of my side of the conversation. It often sounds like some one is braking in on the line
4278026810	2019-01-10T01:51:54	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Our phone service drops every call that we receive. The phone doesn’t ring then all the sudden 4 voice mails come through. We are in ConroeTx. What is going on???  I pay a huge bill every month for this kind of service, I think some credits for inconvenience are due!!!
4278030770	2019-01-10T01:55:56	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	What is going on in Conroe,Tx?  Every time we receive calls they are dropped as soon as we answer. The phone doesn’t ring and then all of the sudden 4 voice mails come through. I pay a large bill every month and the service has been sub-standard. I believe some bill credits are due to us Verizon!!
4278073591	2019-01-10T02:41:12	carmen_sutter	istheservicedown	Verizon outage or service down? Current problems and outages	Not only can I not get out call via wifi but my extender is also not able to connect to the servers I am out in bfe and it is really scary not know what is going on or when will it end been having problems since Sunday at 340pm
4279278931	2019-01-10T20:38:42	disqus_OdJci7VD37	istheservicedown	Verizon outage or service down? Current problems and outages	Lancaster PA...verizon data is not working consistently.  Cannot retain phone calls.  Cannot get internet using data.
4279346050	2019-01-10T21:20:07	disqus_VXMKrOP02y	istheservicedown	Verizon outage or service down? Current problems and outages	When will my cell service be back up please
4279403170	2019-01-10T21:55:31	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	I cant send or receive phone calls or receive text ..whats the problem?
4279404509	2019-01-10T21:56:21	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Cant recieve or make calls, or send or receive text
4279466504	2019-01-10T22:38:02	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	When will I have cell service again? Here in Dover
4279467373	2019-01-10T22:38:40	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	When will my cell service be working again? Here in Dover!
4279468581	2019-01-10T22:39:30	ken_rohrer	istheservicedown	Verizon outage or service down? Current problems and outages	No phone service in annville Pennsylvania
4279479964	2019-01-10T22:47:30	disqus_b6eoTopXK2	istheservicedown	Verizon outage or service down? Current problems and outages	When is the outage to be resolved
4279490579	2019-01-10T22:55:04	debkeesey	istheservicedown	Verizon outage or service down? Current problems and outages	no cell service in Brogue, PA since 12:30pm
4279493193	2019-01-10T22:56:58	advrider-73726b1df0994db554e0929df9bc0984	istheservicedown	Verizon outage or service down? Current problems and outages	had internet problems with cell phone and mifi around millersville, pa and conestoga, pa this afternoon.  also calls dropped.  i live in millersville, 17551
4279506216	2019-01-10T23:07:15	webdiva1969	istheservicedown	Verizon outage or service down? Current problems and outages	no service in York PA since about 5:30pm
4279510052	2019-01-10T23:10:21	NikiBizDevMarketingGuru	istheservicedown	Verizon outage or service down? Current problems and outages	Our business account is impacted. We have a tree service, with tree emergencies this couldn't be the worse time that we cannot make or receive calls.
4279520316	2019-01-10T23:18:45	reneefrederickcrowe	istheservicedown	Verizon outage or service down? Current problems and outages	no servive in Lititz, PA
4279529718	2019-01-10T23:26:12	lanaryder	istheservicedown	Verizon outage or service down? Current problems and outages	No cell phone service Lancaster, Pa. since 5:30pm today 1/10/19.
4279617727	2019-01-11T00:43:07	earlsbv	istheservicedown	Verizon outage or service down? Current problems and outages	China or Russia hit us with an EMP pulse..... specifically targeting Verizon cell towers because Verizon does have the best coverage (normally).
4279626690	2019-01-11T00:51:18	earlsbv	istheservicedown	Verizon outage or service down? Current problems and outages	What did you do in an emergency before cell phones?
4279658391	2019-01-11T01:22:13	earlsbv	istheservicedown	Verizon outage or service down? Current problems and outages	Exactly!
4280596990	2019-01-11T17:21:13	marywestonpollington	istheservicedown	Verizon outage or service down? Current problems and outages	No internet or phone. Cable tv ok.
4280632880	2019-01-11T17:43:32	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	NO internet/data Westlake Village CA
4280722129	2019-01-11T18:37:40	jeff_marshalek	istheservicedown	Verizon outage or service down? Current problems and outages	Verizon service is not working at Penn State Hershey Medical Center for over 24 hours so far.
4280892367	2019-01-11T20:24:42	jordanartz	istheservicedown	Verizon outage or service down? Current problems and outages	No cell service. Seattle, WA
4281739142	2019-01-12T12:35:12	disqus_YDG6wc6Gwz	istheservicedown	Verizon outage or service down? Current problems and outages	I have not been able to text message at all on my computer in past 24 hours........in Mdland, mi
4281739559	2019-01-12T12:35:46	disqus_YDG6wc6Gwz	istheservicedown	Verizon outage or service down? Current problems and outages	the only way I have to communicate when I am at work.......fix it please
4281740934	2019-01-12T12:37:28	disqus_YDG6wc6Gwz	istheservicedown	Verizon outage or service down? Current problems and outages	you would think Verizon would reply to all of us.....letting us know they have received our issues and are working on them
4281741927	2019-01-12T12:38:40	disqus_YDG6wc6Gwz	istheservicedown	Verizon outage or service down? Current problems and outages	I cant message on computer.....what is going on?
4282237769	2019-01-12T19:26:58	disqus_higSQCybox	istheservicedown	Verizon outage or service down? Current problems and outages	No Dial-tone, 10-11 Jan'19, in the past = 7 Dec'18 it was a ‘Dial Tone equipment’ failure in a PED at Daisy and Warfield Rd, Woodbine MD Howard County
4282676876	2019-01-13T02:17:17	disqus_bxq50IJhpz	istheservicedown	Verizon outage or service down? Current problems and outages	tv went not all channels but most first cropped up  a few days  ago now seems to be widespread-reminds me of damage old vhs tapes-tired of robo  answering machines at fios
4282684828	2019-01-13T02:26:55	lust1kiddo	istheservicedown	Verizon outage or service down? Current problems and outages	No internet
4282696192	2019-01-13T02:41:23	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Total blackout almost all of 1/10/2019. Tonight the same problem for almost 2 hours. Unacceptable. People rely on Uber, Lyft, and emergency situations. I expect an explanation and reimbursement for the time the service was unavailable. I pay for a full month of 4gLTE. Not most of the month with unexpected blackouts, rendering a device unusable.
4282715250	2019-01-13T03:06:00	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Cell phone is out
4282951103	2019-01-13T07:01:35	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Is the internet down in Montgomery County?
4284029278	2019-01-13T20:15:45	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No internet in Bethesda
4284656567	2019-01-14T02:34:40	anthonyjcassel	istheservicedown	Verizon outage or service down? Current problems and outages	Hamilton, Indiana has been down with cell service all day and evening.
4285215434	2019-01-14T09:55:39	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No internet/TV  in Annapolis
4287306393	2019-01-15T16:33:46	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Fayetteville NC is having networking issues.  I can not make calls or receive emails.
4287415533	2019-01-15T17:40:25	simplilearn-cd14b91bc4c4c13525854bdbcdcb86f4	istheservicedown	Verizon outage or service down? Current problems and outages	Ft. Bragg/ Fayetteville N.C. completely out.
4287579650	2019-01-15T19:20:15	james_siegel	istheservicedown	Verizon outage or service down? Current problems and outages	4G non existent in Anchorage and 3G periodically going to no signal.
4287682909	2019-01-15T20:23:57	jeremieagee	istheservicedown	Verizon outage or service down? Current problems and outages	Having problems on Fort Bragg cant make or receive calls as well as no internet connection on my phone
4287841776	2019-01-15T22:06:36	jondhill	istheservicedown	Verizon outage or service down? Current problems and outages	We are completely down 20 miles out of Rangely on the Cathederal  Bluffs tower.We have had no signal for 2 weeks. We have to drive nearly the 20 miles toward Rangely to find a signal. Our other choice is to drive west 10 miles to Utah where we can get a good signal. If it goes to long we may have to look into a Union phone.
4288007436	2019-01-16T00:19:39	heather_box	istheservicedown	Verizon outage or service down? Current problems and outages	Having trouble in Dallas, TX- can’t make or receive calls. What’s going on?
4288357636	2019-01-16T07:14:30	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	work for comcast...... and all of our MIFI have no internet .... when can we expect this to return
4288714636	2019-01-16T14:04:44	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	I’m effected downtown Macon. Navicent Health not working.
4288715476	2019-01-16T14:05:22	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	I’m effected at the medical center downtown Macon.
4288871039	2019-01-16T15:48:06	ceokai	istheservicedown	Verizon outage or service down? Current problems and outages	my phone has been stuck at 1x since 7:50 this morning
4288989527	2019-01-16T16:59:06	disqus_MGVFuNWT2o	istheservicedown	Verizon outage or service down? Current problems and outages	We are seeing issues here in Bibb Count / Macon GA.
4289055599	2019-01-16T17:38:02	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	My phone has been out since 7 AM on January 16, 2019! When will this problem be resolved? My bill better show a difference in pricing for next months bill...
4289142820	2019-01-16T18:28:13	lori_kirby	istheservicedown	Verizon outage or service down? Current problems and outages	Issue just stared in Joshua, tx. South of Ft worth, Tx. at 12:26 pm
4289159587	2019-01-16T18:37:50	shaunjuan	istheservicedown	Verizon outage or service down? Current problems and outages	phuq verizon
4289289904	2019-01-16T19:54:34	jnaatz	istheservicedown	Verizon outage or service down? Current problems and outages	No service for past hour or so in southern Minnesota. Blooming Prairie MN
4289325444	2019-01-16T20:16:31	disqus_VgOQJYrbUj	istheservicedown	Verizon outage or service down? Current problems and outages	Nogales AZ is up and down
4289697602	2019-01-17T00:48:29	dragon_woman	istheservicedown	Verizon outage or service down? Current problems and outages	Clarkston, WA outage. Can't complete calls.
4290020076	2019-01-17T07:26:24	nickwrisley	istheservicedown	Verizon outage or service down? Current problems and outages	Service keeps dropping Midland Mi
4290188069	2019-01-17T11:04:04	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No cell service in ticonderoga, ny since 2:30 PM  yesterday
4290188957	2019-01-17T11:05:10	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No cell service in ticonderoga,ny since 2:30 PM yesterday still not fixed
4290275685	2019-01-17T12:40:16	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Issues in Ticonderoga, NY too 12883
4291048175	2019-01-17T20:57:53	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No service in Decatur, Ga since 10 am
4291437752	2019-01-18T02:04:58	disqus_4iZc8Hsz0d	istheservicedown	Verizon outage or service down? Current problems and outages	Wifi went out abt 7 or 8pm. Still down at 8pm. DNS is down. Devon, PA
4291444227	2019-01-18T02:11:30	disqus_4iZc8Hsz0d	istheservicedown	Verizon outage or service down? Current problems and outages	Actually internet is down. No DNS service. Since 7 or 8pm. After 9pm, still nothing. Devon, PA 19333
4291454566	2019-01-18T02:22:05	whosay-3afbe350f71ef20aeff4555710d9f674	istheservicedown	Verizon outage or service down? Current problems and outages	No WiFi in Wayne PA
4291461859	2019-01-18T02:29:47	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Same here. M in Philadelphia
4291468618	2019-01-18T02:37:10	disqus_jUiCXQlKW9	istheservicedown	Verizon outage or service down? Current problems and outages	No internet in Wayne pa
4291469896	2019-01-18T02:38:28	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Service has been down in NW Philadelphia since 8pm. This such bullshit.
4291479507	2019-01-18T02:48:56	juliestapletoncarroll	istheservicedown	Verizon outage or service down? Current problems and outages	Internet out in philly
4291485610	2019-01-18T02:55:33	hippozoned	istheservicedown	Verizon outage or service down? Current problems and outages	No service in manayunk PA 10pm
4291491460	2019-01-18T03:01:48	sheiladbooker	istheservicedown	Verizon outage or service down? Current problems and outages	Out in Mt. Airy (NW Philadelphia)
4291504914	2019-01-18T03:16:20	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Mine was working fine until about 45min ago cable still work just know wifi hope they fix this problem soon cause we use our wifi in this family like people use air to breathe lol
4291600248	2019-01-18T05:05:27	disqus_MyDeroYmJx	istheservicedown	Verizon outage or service down? Current problems and outages	Was down for 2 1/2 hours for <b>my apt only</b>Tried calling Verizon only to get someone in<b> India </b>I could not understand at all after waiting for almost an hour! Verizon has the <b><i>absolute worst</i></b> CS. You either get to speak to someone whose accent is not understandable or total idiots who can't figure out what your problem is even after explaining a hundred times whenver they send anyone out.
4292289176	2019-01-18T16:48:00	safwandar	istheservicedown	Verizon outage or service down? Current problems and outages	No service in Orlando Florida
4292310242	2019-01-18T17:00:41	disqus_1zEhK2hAY6	istheservicedown	Verizon outage or service down? Current problems and outages	no phone service in Orlando for the pased hour.
4292345469	2019-01-18T17:21:45	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No Service in Orlando!
4292347351	2019-01-18T17:22:51	huszyourfathed	istheservicedown	Verizon outage or service down? Current problems and outages	I'm getting the same thing here in Orlando.  Says "Service Down".  I am in the area of Universal Studios.
4292416526	2019-01-18T18:01:55	kimzinicola	istheservicedown	Verizon outage or service down? Current problems and outages	I am near South Chase and Hunters Creek and we are down.  It is 1300 on 1/18 and it has been down for about 15 minutes.
4292421000	2019-01-18T18:04:40	chadstoianoff	istheservicedown	Verizon outage or service down? Current problems and outages	Total blackout in Orlando, cell service and internet down.
4292516633	2019-01-18T19:09:24	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Why aren't we notified of outages
4292520465	2019-01-18T19:12:10	disqus_4EJF9xPlJ6	istheservicedown	Verizon outage or service down? Current problems and outages	But of course we still have to pay for service we're not getting. Not fair. My job depends on my phone and I haven't been able to work at all. Very frustrating.
4292531137	2019-01-18T19:19:39	disqus_eOUET2LZjj	istheservicedown	Verizon outage or service down? Current problems and outages	LTE Service is a nightmare in Winter Garden and Windermere. Still bad here for the past 4 hours.
4292712481	2019-01-18T21:36:47	marcykaschak	istheservicedown	Verizon outage or service down? Current problems and outages	My phone service has been out since 6 a.m. this morning. Tried contacting them on line...forget that. Area code 08831 in NJ.
4292766058	2019-01-18T22:18:32	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No internet in 21742
4293149704	2019-01-19T05:05:38	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	I'm having a major problem with these Rogue Towers all throughout the city intercepting my signal keeping my cell phone at only one or two bars all day making my internet slow and are allowing whoever to hack my emails Facebook all my accounts! Montgomery police are wild Cowboys with no privacy law boundaries at all if you are in Montgomery you are getting violated
4293150610	2019-01-19T05:07:14	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Wild Wild West in Montgomery police have no boundaries when it comes to privacy all they do is intercept your signal from Verizon and still all of your data look at the thousands of cell towers in town the people need to stand up and do something about it but they don't know Verizon needs to step up and protect their customers a little better!
4294407319	2019-01-20T01:57:33	tedtksilent	istheservicedown	Verizon outage or service down? Current problems and outages	service outage a few days ago.. internet was down for about two hours (not a big deal). But ever since the internet speeds are 1/3 of what they used to be, and ping is unstable and spiking all over the place i cant play anything. why why why
4295062092	2019-01-20T05:12:57	natstearns	istheservicedown	Verizon outage or service down? Current problems and outages	Complete blackout here in 54751
4296992252	2019-01-20T14:51:58	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No service on phone landline since yesterday late afternoon. "In Use/No Line" error. Is it because of the weather?
4298057993	2019-01-20T20:32:45	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Out in Queen Village 19147
4298892912	2019-01-21T03:17:26	aviance60	istheservicedown	Verizon outage or service down? Current problems and outages	ALL day internet is downI
4298894207	2019-01-21T03:18:21	aviance60	istheservicedown	Verizon outage or service down? Current problems and outages	Any updates on Verizon internet
4299233125	2019-01-21T06:26:59	disqus_6DnvnzTLWm	istheservicedown	Verizon outage or service down? Current problems and outages	Currently have no 4g in Riverton UT.  Can't text or use the internet.
4299949927	2019-01-21T14:28:46	disqus_dv81VXRNVP	istheservicedown	Verizon outage or service down? Current problems and outages	Norwalk CT..No Verizon service 9:30 am Monday
4300066869	2019-01-21T15:46:11	debbywinterstorres	istheservicedown	Verizon outage or service down? Current problems and outages	No service in Putnam Co., WV as of 9:30 A.M.  Cannot call customer service, no text
4300397235	2019-01-21T19:14:15	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No WiFi upstate NY moving back to Spectrum
4300427811	2019-01-21T19:34:34	disqus_FExuj6ocDJ	istheservicedown	Verizon outage or service down? Current problems and outages	I have had no internet service since approx 8am this mornin in 19001. Did the whole router thing and then the whole backup battery unplug to no avail. At least tell us whats wrong and approx time to fix. Also refunds on missed service.
4300433464	2019-01-21T19:38:25	disqus_ZU0hkLIb3t	istheservicedown	Verizon outage or service down? Current problems and outages	Keep dropping calls in Oconee County, GA.
4301788604	2019-01-22T17:02:33	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	I'm in Stockbridge Ga and I have no phone service and hasn't had any for the past hour.
4302048463	2019-01-22T19:38:33	koal82	istheservicedown	Verizon outage or service down? Current problems and outages	Can't make calls or text for a week now.  Buying a new phone and switching carriers if this isn't fixed soon
4302285270	2019-01-22T22:11:00	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Is cell service out in Irasburg, VT Trying to get in touch with family. Marie Marrone
4302287664	2019-01-22T22:12:45	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Is Verizon cell service out in Irasburg, VT? Trying to reach a family member.
4302449883	2019-01-23T00:28:33	militarydotcom-7da951fce51a9d7c359dac83cf4ea752	istheservicedown	Verizon outage or service down? Current problems and outages	Fios out in District Heights, Md
4302562698	2019-01-23T02:15:50	disqus_EaQFnYoovL	istheservicedown	Verizon outage or service down? Current problems and outages	My mobile data is and has been going at 0.19-0.70 Mbps. I usually go at 20-40 Mbps I don't know what's going on at Verizon, but I can't access anything on my phone.  32617 Anthony Florida
4303013293	2019-01-23T12:07:33	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No internet at our office at 221 S 3rd St., Oakland, MD
4303014237	2019-01-23T12:08:35	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	No internet at our office for over 24 hrs at 221 S 3rd St., Oakland, MD
4303855975	2019-01-23T21:05:17	koal82	istheservicedown	Verizon outage or service down? Current problems and outages	Why are these problems not being resolved VZ?  This map never seems to have less issues.
4304190288	2019-01-24T01:07:03	disqus_ywBEOQLRRi	istheservicedown	Verizon outage or service down? Current problems and outages	Totally down in Milwaukee
4305209270	2019-01-24T17:35:08	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	I cant recieve phone calls or texts in Auburn
4305755797	2019-01-24T23:21:35	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Issues with Verizon Wireless cell service in 91706 on 1/24 around 3pm.  Phone states "No service", but intermittently receiving/sending text messages.
4305828360	2019-01-25T00:21:07	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	Santa Fe, NM has terrible service. Verizon is the only carrier that works in some places town and it's sketchy. Email takes a long time to send, messages take time to go through. It seems even more consistent now. Very poor service and there needs to be a cell tower or five. The city won't allow it and business is suffering. Not to mention the frustration. And if there is an emergency, many times you're out of luck.
4306214313	2019-01-25T08:43:10	nstoll	istheservicedown	Verizon outage or service down? Current problems and outages	What is wrong with Verizon's texting in western NY? My husband's aide has had to use the TextNow app because Verizon's texting has not worked for SEVERAL WEEKS at least. Why is that and how can Verizon possibly feel it is OK to charge their outrageous fees without compensation for people's problems with their service or should I say non-service?
4307743320	2019-01-26T05:20:04	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	When people call
4307744364	2019-01-26T05:21:37	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	People can’t call me: my phone doesn’t ring and doesn’t show a misssed call...
4307746192	2019-01-26T05:24:14	unavailable	istheservicedown	Verizon outage or service down? Current problems and outages	People can’t call me.. My phone doesn’t ring and doesn’t show a missed call... Jackson Hole, WY
