id	createdAt	username	forum	raw_message
5123945253	2020-10-25T05:31:24	disqus_5ggcJb3Ht5	istheservicedown	You can contact consumer affairs through our 1-800 numberand the mail recovery center in Atlanta GA can only be contacted by handwritten mail no phone no email!The address is 5345 Fulton Industrial Blvd. SW Atlanta GA 30336If you have pictures fine!Please do this a.s.a.p.!When they can't return items to customers they auction them off on a site calledgovdealsMax
5123946840	2020-10-25T05:34:49	disqus_5ggcJb3Ht5	istheservicedown	30 Sep 2020            10:04                                  Item has arrived in foreign country              ISC NEW YORK NY (USPS), USAIt may have been damaged please file a claim or contact consumer affairsMax
5123968464	2020-10-25T06:25:49	paulthealien	istheservicedown	Thank you, I really appreciate your help. :)
5123972534	2020-10-25T06:35:36	disqus_5ggcJb3Ht5	istheservicedown	Always welcome!Max
5123972820	2020-10-25T06:36:15	disqus_5ggcJb3Ht5	istheservicedown	What's your tracking number?Max
5123974234	2020-10-25T06:39:46	disqus_5ggcJb3Ht5	istheservicedown	Yes i see that here both of themNot really in transit if they didn't departThey are like most of our facilities are experiencingheavy volumes of packages and that facility may be working the mail at random andnot by the oldest date first Please give it a few more daysMax
5123974958	2020-10-25T06:41:35	disqus_5ggcJb3Ht5	istheservicedown	what's your tracking number?Max
5123975574	2020-10-25T06:43:07	disqus_5ggcJb3Ht5	istheservicedown	What's your tracking number?Max
5123981886	2020-10-25T06:58:05	michaelstayton	istheservicedown	Internet and tv down 30 minutes ago and counting. 3rd time in about 2 months (that I've noticed) going to switch providers asap.
5123990103	2020-10-25T07:16:59	disqus_LBgBHG8SYI	istheservicedown	Thank you so much man! I’ll check back in with you in a couple days if no update. I appreciate it
5123992152	2020-10-25T07:21:39	disqus_5ggcJb3Ht5	istheservicedown	Tyler always welcome!Max
5124053569	2020-10-25T09:30:28	None	istheservicedown	Order status on Apple website and Apple Store app is down.
5124193157	2020-10-25T13:08:32	khiletklock	istheservicedown	KUNA, ID - Been unstable and MOSTLY Out since Saturday evening around 10:20PM MST... STILL DOWN Sunday morning!!! WOW.... Online Support can confirm there WAS an issue, but can't seem to confirm if it is resolved or not...
5124235057	2020-10-25T13:55:22	joannoconnor	istheservicedown	My land line and WIFI were out in Blackwolf, WI yesterday (10/24/2020) from 1345 till about 1745? And yet the web page ads there were no outages in my area . Hmmm
5124235560	2020-10-25T13:55:55	joannoconnor	istheservicedown	Page *says
5124297156	2020-10-25T14:57:29	teresabridges	istheservicedown	TV is down here in Fort Walton Beach
5124312336	2020-10-25T15:11:27	kristy_mcnulty	istheservicedown	Power Outage on Park St N Saint Petersburg FL 33710
5124314460	2020-10-25T15:13:27	None	istheservicedown	My package has been in Trenton since October 16th the tracking number is 9300120111405355708296 what is going on is it lost?
5124316615	2020-10-25T15:15:28	None	istheservicedown	My package has been in Trenton NJ since October 16th, is it lost? My tracking number is 9300120111405355708296
5124317196	2020-10-25T15:15:59	idaclause	istheservicedown	I haven't had any service (can't make or receive ANY calls) since yesterday....So not cool; since this is my only communication.... I live in Seneca County in NY..
5124344667	2020-10-25T15:39:58	None	istheservicedown	Can’t get to any State Farm websites from Chrome, Firefox or Safari. 403 error. Called & customer service can’t access my account. This is every month for at least 4 months.
5124370209	2020-10-25T16:01:43	joanneflick	istheservicedown	My package hasn't been scanned since Oct. 17th and was supposed to arrive in NC on Oct. 20th.  Website constantly says still in transit.  Tracking number is 9400108205497444941665.  Can you help?
5124370680	2020-10-25T16:02:07	disqus_kwxYLDC5bF	istheservicedown	no info in tv guide for over 12 hours. Port Orchard, Wa.
5124375455	2020-10-25T16:06:19	joanneflick	istheservicedown	Second package with tracking number 9400108205496790746924 has been sitting in Portland OR since Oct 17th and has not been scanned since then.  Every day the status says it's on it's way to the next facility.  Can you help?
5124463992	2020-10-25T17:20:36	disqus_y0zPLujffI	istheservicedown	My grandy nc mediacom internet cameras are down is mediacom having problems?
5124500081	2020-10-25T17:50:48	disqus_CiO4dwonOp	istheservicedown	My package has been "out for delivery" for a couple days now! Please help. Tracking number: 9410808205496796395139
5124501939	2020-10-25T17:52:21	disqus_lLXTg55Elh	istheservicedown	Internet down since 9 am
5124559801	2020-10-25T18:41:31	bonnieforsythrygh	istheservicedown	no info in tv guide
5124571185	2020-10-25T18:51:24	ellenmantegna	istheservicedown	So now that 5G is being rolled out to all other customer that don't have the phone capable of 5G, our service sucks~ my phone will not play my Pandora or Fox Nation app when I'm not home.  I have many family members that is using Verizon and all have said the same!!  I will be leaving Verizon if they don't get this straitening out. I just looked at my phone and says NO Service!! it's better in a 3rd world country.
5124616063	2020-10-25T19:30:40	None	istheservicedown	Just got in but had to use Edge (ugh!)
5124666682	2020-10-25T20:14:05	Spiritouspath	istheservicedown	internet keeps going from working and being dropped continuously past few days first started middle of the night and progressed to during the day also zip 78611
5124717215	2020-10-25T20:57:22	disqus_5ggcJb3Ht5	istheservicedown	Please contact your local post office a.s.a.p.!Max
5124718459	2020-10-25T20:58:30	disqus_5ggcJb3Ht5	istheservicedown	it's movingMax            25 Oct 2020            13:53                                            Arrived at USPS Regional Destination Facility. Your item arrived at our FAYETTEVILLE NC DISTRIBUTION CENTER ANNEX destination facility on October 25, 2020 at 1:53 pm. The item is currently in transit to the destination.              FAYETTEVILLE NC DISTRIBUTION CENTER ANNEX
5124720762	2020-10-25T21:00:38	disqus_5ggcJb3Ht5	istheservicedown	I see it departed Los Angeles CA IDC  on the 17thIf no movement by tomorrow please contact consumer affairsMax
5124723666	2020-10-25T21:03:18	disqus_5ggcJb3Ht5	istheservicedown	It's either lost or damaged or it's possible it may have went to the next facility but not scanned as arrive because he facility maybe backed upIf no movement by tomorrow please contact consumer affairs or file a claimMax
5124727861	2020-10-25T21:07:06	disqus_5ggcJb3Ht5	istheservicedown	the first one            24 Oct 2020            23:46                                            Arrived at USPS Regional Destination Facility              HONOLULU HI DISTRIBUTION CENTER The second one same as before  and the third one            25 Oct 2020            08:20                                            Arrived at USPS Regional Destination Facility              HONOLULU HI DISTRIBUTION CENTER
5124740926	2020-10-25T21:18:41	None	istheservicedown	Two days in a row and lose internet and if you call you  go through the  unplug the modem, wait 5 minutes and plug it back in. My wife works from home and has to have internet.
5124744697	2020-10-25T21:22:03	kailimorgan	istheservicedown	No cable since 11am today zip code 04538
5124792741	2020-10-25T22:08:20	tonyonufriychuk	istheservicedown	No power in inman... 18:00...
5124801549	2020-10-25T22:16:52	disqus_q2WppBThV6	istheservicedown	Spectrum phone outage 92262. When dialed message says all circuits are busy.
5124868102	2020-10-25T23:22:49	ronysthilaire	istheservicedown	Wtf, I work from home and have kids it’s been almost 24 with no service. The most frustrating Sunday ever THANKS TO BULLSHIT AZZ COMCAST
5124894669	2020-10-25T23:50:25	None	istheservicedown	No wifi can't use anything that requires cell data , have done restart , everything else that sprint would do and still nothing is working right. Calls go to vm and then won't get messages until next day. Cant use any apps that normally it best at home but this started on friday and is still happening 2 days later ? What is going on ? Help
5124910926	2020-10-26T00:08:36	None	istheservicedown	I can't get onto the Optimum app. The error message I got (A103) says there's a server issue.  Optimum says they'll get back to me in 5 to 7 business days.  Really?!
5124917636	2020-10-26T00:16:12	None	istheservicedown	No CBS on Spectrum cable.  Unable to watch 60 minutes.   Louisville, KY
5124932108	2020-10-26T00:31:40	None	istheservicedown	Spectrum 53051 outage all evening - no internet.
5124950597	2020-10-26T00:51:57	eukaryote	istheservicedown	come on! Again this afternoon! 5 days. Get this fixed. Meridian iD
5124977536	2020-10-26T01:22:38	None	istheservicedown	I’m in Black Wolf, WI and it is now Sunday, 10/25/2020 and there are STILL issues with Spectrum. My land line and WIFI is back, but streaming Showtime movies on my Smart TV  is downright horrible. The movies “stall”, then restart blurry for a while. I’m really close to cutting the cord!
5124988762	2020-10-26T01:35:51	disqus_LcYQz9z8pU	istheservicedown	Los Angeles, CA. 90018. Problems started around 5:30 PM. pacific.
5125296958	2020-10-26T10:43:48	disqus_gJPHyYZuR9	istheservicedown	Verizon has shut down our DSL internet for 4 days now with little explanation. They keep say the problem is in the "central office" and that service will be back first Friday..then Sunday..and now it is Monday..and still no internet.  I have a feeling they are ending service in this area. They have not allowed new customers in years and the service is at capacity. No hope of fios coming anytime soon
5125425679	2020-10-26T13:15:56	None	istheservicedown	After the previous seller refunded my money on a MIA package in macon georgia i go to a new seller that has one of last said items i need this for a tournament in 8 days they said real fast shipping on orders over 60$ i think great ill havenit by wensday it will go out today I get confirmed order and it is agian Priorty mail this time comming out of PA 🤷I already am worried it will be mia as well
5125430935	2020-10-26T13:20:48	None	istheservicedown	Have been without phone service for 3 days!!!!!!!!!!!!!!!
5125431732	2020-10-26T13:21:31	None	istheservicedown	Odessa, TX:  Have been without service for three days now!!
5125445020	2020-10-26T13:33:08	None	istheservicedown	Zip code 16116 complete internet service is down since Sunday 10/25 @3pm and still down at 10am Monday morning! I'm calling and demanding a discount on my bill, my Aunt does it anytime it happens to her.
5125517537	2020-10-26T14:32:29	None	istheservicedown	Internet down. Have tried everything. 49635 MI
5125546382	2020-10-26T14:54:49	None	istheservicedown	A friend not mine said it's been 3 days our by oakhurst california!!
5125576003	2020-10-26T15:16:44	None	istheservicedown	Package tracking shows delivered at my doorstep. Went looking - nope. Online says look around, ask your neighbors. Did all that, not to be found. Finally called the 800# and they said they "show another scan after the time it says delivered, which means it's still on the truck". But any trackingI do won't show me that. Package is still undelivered.
5125595635	2020-10-26T15:32:01	None	istheservicedown	My tracking # is 70200640000035793606. It’s been at Birmingham PO since Oct 12th. Tracking info still says “package will arrive later than expected but is still on its way. It is currently in transit to the next facility”. It’s going to a P.O. Box. Help!
5125598172	2020-10-26T15:34:02	disqus_dX7XCgzy3X	istheservicedown	North Alabama...no cell phone service...started this morning
5125670989	2020-10-26T16:28:06	disqus_s8eS7BrNK7	istheservicedown	Cannot make outgoing calls &voicemail has no audio when called!  Brooklyn, NY (East NY )
5125707800	2020-10-26T16:54:44	None	istheservicedown	My Stats under the ‘About’ tab on my channel has been stuck on the same number of views for 4/5 days now. I uploaded few videos and have few view on it but the Stats in not updating. Can someone help?Thanks
5125713987	2020-10-26T16:59:12	disqus_4peXrY6jZ1	istheservicedown	Power out in long Beach about 30 min 90804
5125715170	2020-10-26T17:00:03	jodysuepratt	istheservicedown	Internet out again in sherman..
5125731173	2020-10-26T17:11:29	disqus_5ggcJb3Ht5	istheservicedown	the first one            26 Oct 2020            07:10                                            Out for Delivery, Expected Delivery by 4:45pm. Your item is out for delivery on October 26, 2020 at 7:10 am in WAHIAWA, HI 96786.              WAHIAWA, HI 96786the second no change and the third            26 Oct 2020            07:10                                            Out for Delivery, Expected Delivery by 8:00pm. Your item is out for delivery on October 26, 2020 at 7:10 am in WAHIAWA, HI 96786.              WAHIAWA, HI 96786
5125764068	2020-10-26T17:35:33	disqus_EyER2ke8CS	istheservicedown	Piss poor internet service again. I hate Spectrum so much. An utterly useless company.
5125778190	2020-10-26T17:45:52	None	istheservicedown	Internet down. Huntington Beach
5125781496	2020-10-26T17:48:17	brickoneil	istheservicedown	No Sprint service since 9/29, ongoing to 10/26. Was told a tower was down per a service request ticket and was to be operational yesterday. Still no service.
5125782526	2020-10-26T17:48:59	None	istheservicedown	LTE not working for 5 hours in White County Monticello, Indiana
5125830915	2020-10-26T18:24:27	None	istheservicedown	Down in fort worth
5125841779	2020-10-26T18:32:41	flarenegade	istheservicedown	Internet keeps going down over and over again in Westlake.
5125845383	2020-10-26T18:35:22	disqus_5ggcJb3Ht5	istheservicedown	Hopefully you'll receive it in timeMax
5125909168	2020-10-26T19:24:35	None	istheservicedown	Down in San Bernardino
5125913708	2020-10-26T19:27:54	disqus_R8VqtbuG0n	istheservicedown	Glitchy internet in Kansas City. Keeps disconnecting.
5125930417	2020-10-26T19:40:54	disqus_KQdymZKJZg	istheservicedown	Internet and cable both down Anderson Ca, could you kindly give us and those an estimate time of restoration. It's been off going on a day and half.
5125954288	2020-10-26T19:59:05	None	istheservicedown	Internet down in Buena Park, CA
5125980487	2020-10-26T20:20:04	disqus_mnQOtrp9X0	istheservicedown	network connections are dropping randomly here in northern middle tennessee along with outage spurtsstarted at approximately 1pm cst.
5126008197	2020-10-26T20:46:38	disqus_jbBJwUi306	istheservicedown	Internet out in 85215 most of the day so far. It was out about a week ago also. Customer service is not helpful when we called.
5126028933	2020-10-26T21:06:11	None	istheservicedown	Getting slow internet loads (or no load at all) on certain websites. Other people with different ISP are able to load sites that I can't
5126049248	2020-10-26T21:26:37	disqus_X2NpwOV1jE	istheservicedown	WOW Internet service down in Lewis Center, OH for last 45 min, since about 4:45pm local (Eastern) time.  Any idea what’s going on anyone? Thanks.
5126052208	2020-10-26T21:29:40	disqus_mnQOtrp9X0	istheservicedown	SPORADIC Internet connection and signal loss. White House TN 37188 1pm cst- 430 cst
5126063644	2020-10-26T21:41:31	huludown	istheservicedown	Internet down in Lawrenceburg Tennessee 2 days
5126068378	2020-10-26T21:46:12	None	istheservicedown	Still no movement......how can they still post in transit....I opened up a case and spoke with a USPS Rep........no explanation except that it is at the Newark Distribution facility......been that way since  10/17.......not sure what to do......wish I could call the facility at this point......Max any other ideas?
5126082244	2020-10-26T22:00:37	dwaingallo	istheservicedown	Back to the stone age we go. Fullerton 92801. Over 3 fking hours.
5126083744	2020-10-26T22:02:18	disqus_4i0J5WfalT	istheservicedown	Internet is slower than shit in Antioch Illinois. Speed testing at 10 mbps download speed on this computer, and 30 mbps on another computer.
5126084446	2020-10-26T22:03:05	dwaingallo	istheservicedown	Hey Bryan. How are we going to watch the Rams- Bears game tonite with no juice?
5126098406	2020-10-26T22:18:28	None	istheservicedown	INTERNET DOWN; DIAMOND BAR , CA
5126141068	2020-10-26T23:06:12	None	istheservicedown	Internet severely crippled in Fort Hood, TX 76544 since 2300 last night. Upload is 0, download is half of what it should be. Happening to everyone in the building.
5126142629	2020-10-26T23:08:06	disqus_ex2Q4qJyuY	istheservicedown	Ditto.  Unlike last Wednesday, however, SOME parts of Diamond Bar apparently have Spectrum service.  Is it related to the winds and fire in Yorba Linda?
5126143644	2020-10-26T23:09:16	None	istheservicedown	Network issues. Phone keeps going to 3G then no bars then 3G. So much for 5G lol. Cant connect to internet, can’t open email, etc. Happens regularly and it’s crazy can’t watch Netflix or anything considering how much my bill is every month... I even have a mini WiFi hotspot that just keeps saying “searching” ...
5126144573	2020-10-26T23:10:23	disqus_4i0J5WfalT	istheservicedown	Why does the internet on my xbox keep getting switched from a open to strict NAT type? I'm getting sick of this shit already. Antioch, Illinois area over here. These comcast people are fucking retards. Nothing but constant internet problems in this area since we moved in here. Had to sit here and troubleshoot why my NAT type is set to strict on my xbox for a hour. This coming after having to set the router to default settings like a week ago to fix this bull shit. When my game lags I want to go outside and find a comcast truck to slash their tires.
5126166234	2020-10-26T23:36:17	None	istheservicedown	No power over six hours now. Winds have stopped 2 hours ago.  This is frustrating.
5126181359	2020-10-26T23:54:51	disqus_5ggcJb3Ht5	istheservicedown	Peter all packages scanned are automatically in transit even though it didn't leave the facility  I know this is confusing but the only scans that really count are arrived departed and processed through scansNewark is one of the most backed up facilities in the country along with most California facilities All you can do at this point is wait a few more day let's say Wednesday and if no movement then just file a claimDid they do a package search for you? If not please request a package search this is in plant supports job to look for packagesMax
5126182400	2020-10-26T23:56:13	disqus_5ggcJb3Ht5	istheservicedown	Doris that's a long time!Please contact consumer affairs or file a claimMax
5126222366	2020-10-27T00:41:00	None	istheservicedown	Cable is out in west melbourne fl.
5126225139	2020-10-27T00:44:11	None	istheservicedown	No internet since 7am yesterday.
5126227082	2020-10-27T00:46:27	None	istheservicedown	booo you people suck
5126249288	2020-10-27T01:12:46	None	istheservicedown	This is so frustrating.  Mail wasn’t delivered for 3 days, then everything was delivered together this past Saturday.  I was expecting a package last Thursday and it’s delivery keeps getting delayed.  No: 9400111206158820841502 I’ve noticed that the courier has been doing late evening deliveries lately and sometimes mail gets delayed until the next morning. I’ve never had this bad of an experience with USPS.  Do they hire full time employees anymore?  All I ever see posted online are part time and seasonal positions.  Perhaps they’d be able to hire adequate staff if they offered full time employment.
5126273324	2020-10-27T01:41:26	None	istheservicedown	I have a package that i sent out October the 6th on a express 2 day shipping. It was supposed to deliver on October 8th it has been over 3 weeks now. It is stuck in Birmingham AL. I have called repeatedly an reported the lost mail but the people on phone dont help much & the alabama consumer affairs will NEVER EVER PICK UP! Tracking number : EJ372963608US
5126280188	2020-10-27T01:49:54	None	istheservicedown	Plant city Florida 33567 I have a midterm ONLINE due Friday among other assignments please fix this y’all are literally the worst internet provider and if we could switch we would. Having outages here for days at least once a month >:-(
5126285662	2020-10-27T01:56:45	disqus_xfoxmJ9RnI	istheservicedown	I sent a package express 2 day shipping on October the 6th it was supposed to arrive October 8th. It has been stuck in Birmingham, AL for over 3 weeks, i have contacted everyone possible. Filed claims an nothing has been resolved. The Alabama Consumer Affairs is WORTHLESS they wont pick up at all. Nobody seems to know where my package could be. HELPTrack number : EJ372963608US
5126286208	2020-10-27T01:57:28	None	istheservicedown	TV down in Tampa Fl
5126286597	2020-10-27T01:57:57	None	istheservicedown	TV is down in Tampa FL 34685
5126298812	2020-10-27T02:13:17	None	istheservicedown	RGE-1001 error reference code here too on all our TVs with Roku. We have Spectrum. Restarted our Roku— seemed to fix it. This happens pretty often :/
5126299015	2020-10-27T02:13:35	disqus_lHYcKaado2	istheservicedown	Have Ultra Mobile, which uses T-Mobile: no service all day today. WiFi calling is working; you have to enable this feature in your account, then on your phone; it’s not automatic
5126314058	2020-10-27T02:33:40	disqus_3t7s6CAnaS	istheservicedown	72756 down
5126319875	2020-10-27T02:42:12	None	istheservicedown	So I had/have an iPhone 7 which has been awesome for 3 years and I’ve never had a problem with it. I started having terrible two weeks ago when my signal constantly said searching. When I called t-mobile they said a tower was down. I wish I would have just gone to a T-Mobile store to begin with because they said that the problem is exclusive to iPhone 7 (not even the 7 plus). So, I just upgraded my phone to the iPhone 11. Turns out it wasn’t the towers at all!
