id	createdAt	username	forum	raw_message
4938611382	2020-06-03T03:58:09	None	istheservicedown	Hi Max, Can you tell me about the Detroit facility? My package has been three for nearly 4 days and no movement? 9305520111404833487725Thanks! Kelly
4938613282	2020-06-03T04:00:26	None	istheservicedown	UPS- Delayed in Petaluma for 5 days...and counting. Should have been delivered Friday, Tuesday night now and still not out for delivery.
4938614096	2020-06-03T04:01:25	None	istheservicedown	Hello Max,I have a package shipped from Wyandotte on 5/28 but seems to have stalled in Detroit. It should have been delivered yesterday but has not scanned since arriving there on 5/31. Any help would be great!ID: 9305520111404833487725
4938641732	2020-06-03T04:37:02	disqus_wzMiXR9JNj	istheservicedown	I'm right behind you!
4938648182	2020-06-03T04:46:09	collintowle	istheservicedown	In Las Vegas our calls are being dropped constantly. Missing calls, messages are not arriving for hours at a time.
4938657846	2020-06-03T05:00:02	disqus_5ggcJb3Ht5	istheservicedown	Kelly a lot of our facilities are backed upI work in Palatine Illinois and we are doing Detroit and Pittsburgh mailPlease give it a few more daysMax
4938659490	2020-06-03T05:02:25	disqus_5ggcJb3Ht5	istheservicedown	Sheila i can only go by our tracking systemWho's the shipping partner? Because it says here that we are still waiting on itMax
4938664541	2020-06-03T05:09:49	disqus_5ggcJb3Ht5	istheservicedown	Sam it's in Minnesota and still looks like we didn't receive it from shipping partner NEWGISTICSMax
4938667810	2020-06-03T05:14:21	Rav3ns	istheservicedown	My Ups shipment was supposed to be delivered today. The tracking hasn't moved since 5/30. I called to file a report and wasnt able to because it still says in transit. It was shipped from mesquite, tx
4938672604	2020-06-03T05:21:35	disqus_5ggcJb3Ht5	istheservicedown	Sandra there is a possibility that facility is backed up as most of our facilities are or it wasn't scanned going to the next facility Please visit our website and file a claimMax
4938675094	2020-06-03T05:25:26	disqus_5ggcJb3Ht5	istheservicedown	It departed i see or maybe it didn't!I think it's still in LA maybe damaged address label scuffed or torn offI see this everyday in my facility when i can't read the address and only the tracking number shows. On our computer system i can get the address where it's going toI really think it's still there!Please visit our website and file a claim missing packageMax
4938677317	2020-06-03T05:28:56	disqus_5ggcJb3Ht5	istheservicedown	Derek it may have not departed there! I see this everyday in my facilitywhen i get a package with no address just the tracking number it already has said that it departed but i have it still in my facility! Your package may have been damaged Please contact our website and file a claim missing packageMax
4938678086	2020-06-03T05:30:06	disqus_5ggcJb3Ht5	istheservicedown	Please contact your local post office or our websiteMax
4938685777	2020-06-03T05:42:12	disqus_5ggcJb3Ht5	istheservicedown	Shane this one says departed and i really don't think it did!I think it's still in LA maybe damaged address label scuffed or ripped offand waiting to be repaired or tracked if the tracking number is on thereI see this every single day in my facility!Please visit our website and file a claim missing packageMax
4938687429	2020-06-03T05:44:57	disqus_5ggcJb3Ht5	istheservicedown	Shane give it until Friday and if no movement Please file a missing package claim on this one alsoMAX
4938689729	2020-06-03T05:48:45	disqus_5ggcJb3Ht5	istheservicedown	Jin you can try this number Claremont post office at 909-625-7161Max
4938690230	2020-06-03T05:49:38	disqus_5ggcJb3Ht5	istheservicedown	Kim please contact your local post officeMax
4938691123	2020-06-03T05:51:06	disqus_5ggcJb3Ht5	istheservicedown	Ty it's still in Portland ORtry calling them at 503-234-3246Max
4938692143	2020-06-03T05:52:47	None	istheservicedown	June 1st 6:30 p.m. until 1:52 a.m. June 3rd internet service has been down and you not told me to know operate is I did everything automatic system told you to do still no service
4938693295	2020-06-03T05:54:50	None	istheservicedown	I live in the Bronx area code 10469 no internet service since 6:30 p.m. June 2nd here it is June 3rd 1:53 a.m. and still no service
4938696525	2020-06-03T06:00:19	disqus_5ggcJb3Ht5	istheservicedown	Shelley It arrived at Seattle WA Network Distribution Center on June 2nd at 10:31 pmIt's on the way!Max
4938706759	2020-06-03T06:18:08	Susan2239	istheservicedown	Comcast is up for 15 minutes then down for an hour & repeats again & again - been very annoying but worse is NO corp explanation posted to web site. Know they are working on what ever the issue but it would be nice to know even for a few minutes if they expect it to continue or fully corrected by XXXX hour....   SW New Mexico
4938715081	2020-06-03T06:32:55	None	istheservicedown	Hi Max, first thanks for the work your doing here. I have a priority express that was guaranteed delivery on 4/2. From 8:00 on 4/1 tracking shows it hasn’t moved from distribution center in New Orleans. Any advice? Tracking # ej367511137us
4938725582	2020-06-03T06:50:52	None	istheservicedown	Man I people aren’t paying this much a month for the WiFi to go out for the 5th time this quarantine. Please fix this like it’s getting annoying.
4938727474	2020-06-03T06:54:06	disqus_V6IcZxzyMr	istheservicedown	Lagging so much today
4938740436	2020-06-03T07:16:46	None	istheservicedown	Hi Max,Can you explain what's going on with my package? It shipped from Newport which is only a few miles from me so logically it should have been here within a few days. Its been over a week and its nowhere to be seen. According to the tracking it sat at the Los Alamitos post office and hasn't been seen since. The tracking number is9400110202079206743012
4938840303	2020-06-03T10:09:00	None	istheservicedown	Anyone know why the internet is so slow and missing channels on TV?
4938840873	2020-06-03T10:09:57	None	istheservicedown	Why is the internet so slowwwwwwwwwwwww! Missing channels on TV also!
4938845899	2020-06-03T10:17:32	jessicaleannataft	istheservicedown	2:30am internet down yavapai county arizona.. still down as of 3:17am.. can't get a hold of tech support .. website on phone keeps erroring out when I go to the support options...
4938858055	2020-06-03T10:35:32	None	istheservicedown	I have two packages that have been tracked to the Grove City, Oh usps center that haven't moved for the past three to four days. Fed Ex tracking show the packages arriving, from different shippers, in Grove City between 5/27 and 5/28 and then the shipping process stops.
4938899189	2020-06-03T11:30:59	breakeronenine	istheservicedown	Mine is supposed to be delivered today and has been stuck in Palatine since my sender dropped it off on the 1st. It would be nice for them to at least have some half ass decent customer service and at least keep people up to date with what is going on with their packages!
4938916172	2020-06-03T11:50:52	dondlouise	istheservicedown	Max, Do you have a corporate email or phone number where we can send this inquiry. We've already went thru your 1-800 number but got no answer still on why we are getting an untraceable tracking number.
4938926131	2020-06-03T12:01:56	None	istheservicedown	Baldwin Park, we don’t have internet! Please help.
4938968256	2020-06-03T12:44:49	None	istheservicedown	Internet down again in Guernsey Wyoming I work from home and it seems that it is more often. This impacts me and others i am sureUghhhh
4938969776	2020-06-03T12:46:09	None	istheservicedown	Worse than usual. Ughhh
4939005208	2020-06-03T13:17:09	dondlouise	istheservicedown	Max, I really appreciate your help! But do you have a corporate email or phone number where we can send this inquiry about our mails with "UJ" prefix. This has been a long standing issue and we want a resolution for this once and for all. We've already went thru your 1-800 number but got no answer still on why we are getting an untraceable tracking number. Thank you!
4939007266	2020-06-03T13:18:55	None	istheservicedown	Fix 94601 outage
4939081026	2020-06-03T14:17:48	disqus_mjhLLf22Qp	istheservicedown	Ok thanks, I called in yesterday and filed a claim, the post master from delivering post office called me a few hours later and said it’s not there at the local post, that it was last in bell gardens At the facility, so now do I just wait around and let the system do what it does or is there anything further I need to do during the “ claims process” once again thank you
4939098630	2020-06-03T14:31:05	None	istheservicedown	Thank you for replying. If I file a claim what does that do to help will they actively go look for it and tell me where it’s at or how does that whole process work .. thanks again.
4939101324	2020-06-03T14:33:01	None	istheservicedown	Hi,Is mail delayed in point breeze area? No mail for 2 days and I have informed delivery saying i should have had mail.
4939131224	2020-06-03T14:54:40	None	istheservicedown	No TV service for 2 weeks now Kanawha State Forest Drive....error msg is "cannot find a signal." At this point I'm thinking this is a planned outage. I doubt that I am wrong because it's been working fine for years
4939183016	2020-06-03T15:31:05	None	istheservicedown	no cell service since june 2, in Alburtis pa. dropped calls.
4939208591	2020-06-03T15:48:02	disqus_5ggcJb3Ht5	istheservicedown	Don please try calling 877-569-6614 0r email fast@usps.gov or 800-522-9085Max
4939211796	2020-06-03T15:50:12	disqus_5ggcJb3Ht5	istheservicedown	Tom like i have said in my previous posts most of our facilities are still backed upIf no movement by Friday please visit our website and file a claimMax
4939215684	2020-06-03T15:52:52	disqus_5ggcJb3Ht5	istheservicedown	Taylor it's still at Los Alamitos CA probably backed upIf no movement by Friday please visit our website and file a claimMax
4939217646	2020-06-03T15:54:14	disqus_5ggcJb3Ht5	istheservicedown	Che it arrived today at Elmira NYIt's on the wayMax
4939220943	2020-06-03T15:56:32	disqus_5ggcJb3Ht5	istheservicedown	Shelley i see now it's out for deliveryMax
4939222741	2020-06-03T15:57:45	disqus_5ggcJb3Ht5	istheservicedown	Shane yes that's all you can do now is waitHopefully they will do a package search for youMax
4939229542	2020-06-03T16:02:31	disqus_mjhLLf22Qp	istheservicedown	Sounds good thank you!
4939266728	2020-06-03T16:28:11	None	istheservicedown	If I file a claim what does that do for me what is the process like do they have more info than I myself can look at by tracking it myself
4939270686	2020-06-03T16:30:55	dschrammie	istheservicedown	Yet again, internet goes down right in the middle of a call.  Every single day this happens multiple times a day. So sick of it.
4939287572	2020-06-03T16:42:45	disqus_5ggcJb3Ht5	istheservicedown	Welcome always!Max
4939295628	2020-06-03T16:48:26	karlandtheresa	istheservicedown	Our internet has been down for 2 days now in Splendora and Suddenlink does not provide what the cause is only that there is an outage....the outage that does not showup when we look up our account online.  Does anyone know what the issue is?? Was there an accident did lighting hit...what is causing this outage and does anyone have an ETA on when it will be restored?  I already did not like Suddenlink and now I am an even more unsatisfied customer,  If they could just tell us what the issue is and some sort of ETA so we could plan accordingly that would be better than the NOTHING we are receiving.
4939300324	2020-06-03T16:51:37	rogermaggard	istheservicedown	Trying to work from home and every single day for the last two weeks, 'technician is working in your area' and internet is spotty or completely down.  COME ON ALREADY!!!
4939300616	2020-06-03T16:51:49	disqus_5ggcJb3Ht5	istheservicedown	I see now it's out for deliveryMax
4939338854	2020-06-03T17:18:56	None	istheservicedown	How can we work from home when internet can't stay connected!!!!
4939356106	2020-06-03T17:31:06	None	istheservicedown	This internet is horrible the service is even worse. Super great they have a monopoly and theres no other options. My bill is paid new modem internet just works at random times. This is a joke. Pocatello idaho
4939372046	2020-06-03T17:42:22	disqus_5ggcJb3Ht5	istheservicedown	Please contact our website and file a claimMax
4939373746	2020-06-03T17:43:36	disqus_5ggcJb3Ht5	istheservicedown	Sandra they should be able to do a package search for youMax
4939376603	2020-06-03T17:45:40	disqus_5ggcJb3Ht5	istheservicedown	Sandra depending on how backed up they arethey will contact the facility it was at last and someone from in plant support willlook for itMax
4939378414	2020-06-03T17:46:58	disqus_5ggcJb3Ht5	istheservicedown	Okay good!Max
4939381982	2020-06-03T17:49:32	tylersdabney	istheservicedown	However nothing was done ahah.
4939383928	2020-06-03T17:50:53	disqus_5ggcJb3Ht5	istheservicedown	Shane i still think it's there!Let's wait and see what happensMax
4939388851	2020-06-03T17:54:21	disqus_5ggcJb3Ht5	istheservicedown	It's going to take a little timeMax
4939414207	2020-06-03T18:12:18	disqus_qHClGZlx6I	istheservicedown	they are so incompetent that they are now contracting with outside delivery services (incl ups and usps!!) to deliver the packages stuck at Oak Park MI fedex ground.
4939417894	2020-06-03T18:14:54	disqus_qHClGZlx6I	istheservicedown	yes, please! I did report them to the bbb. this is outrageous.
4939419106	2020-06-03T18:15:44	disqus_qHClGZlx6I	istheservicedown	yup, mine too.
4939425175	2020-06-03T18:19:52	disqus_qHClGZlx6I	istheservicedown	248-905-8720 - oak park fedex ground. If you’re lucky they’ll answer. I spoke with a woman there, but she was just as useless as their 1-800 customer service agents. Packages still stuck on trailer, backlog, blahblahblah. I filed a complaint with the bbb.also check out the article about the thousands of packages there on wxyz.Never again fedex.
4939427193	2020-06-03T18:21:15	disqus_qHClGZlx6I	istheservicedown	maybe. certainly incompetent management. No other location is this bad.
4939432641	2020-06-03T18:24:57	disqus_qHClGZlx6I	istheservicedown	call them in Oak Park - 248-905-8720. Every once in a while they answer 😂.They have a trailer full of packages not unloaded. https://www.wxyz.com/news/coronavirus/fedex-frustrations-across-metro-detroitAnd they’re beyond incompetent.
4939435308	2020-06-03T18:26:48	disqus_qHClGZlx6I	istheservicedown	the head moron... and, yes, last package from usps arrived 3 (!) days ahead of schedule. fedex sux
4939458357	2020-06-03T18:42:32	rhondantybrownmcbride	istheservicedown	I have 4 packages that I'm supposed to be receiving and tracking shows them going nowhere and lastnotice is GrapevineTX. One has been there since May 7th. How can I get them going again?
4939476823	2020-06-03T18:54:58	disqus_3lmbHlhLqd	istheservicedown	Lincoln Illinois cable frozen... and I agree with Max..... should not be having this problem for the amount of money I pay this company.
4939484601	2020-06-03T19:00:10	None	istheservicedown	Is internet out in46825?
4939491056	2020-06-03T19:04:28	karen_salerno	istheservicedown	I am very frustrated with WOW anymore because internet keeps going down daily between 2:30-3:00 pm.  My husband and I both work from home and this is unacceptable for what we pay for.
4939491559	2020-06-03T19:04:47	None	istheservicedown	Completely down in Decatur Illinois AGAIN!!! What the hell!!! Why do I pay this much for everything to go out for hours every other day?!?!!I have called twice only to be hung up on. What is going on?!?!!  Unbelievably frustrating!
4939502029	2020-06-03T19:11:44	None	istheservicedown	Looks like the Internet is down in Tipton, Indiana
4939503202	2020-06-03T19:12:33	disqus_jWAubOEf4X	istheservicedown	Since the bad storm here on May 15th we are all having issues with service. It's almost impossible to make or receive a phone call. If we get in the car and drive a mile or so the service is perfect. I have Verizon and my kids have AT&T we're all in Dickinson Tx 77539
4939503412	2020-06-03T19:12:41	None	istheservicedown	The Internet appears to be down in Tipton
4939506827	2020-06-03T19:15:02	None	istheservicedown	No phone or internet in Bloomington Illinois again.   It’s not 1992 businesses need internet as well as phones and Comcast business is always flying by the seat of their pants instead of creating redundancy in their equipment so this doesn’t happen.
4940064528	2020-06-04T03:18:51	None	istheservicedown	Been down since 9:20pm in apex NC
4940068233	2020-06-04T03:23:23	zerrenadeseado	istheservicedown	08075 hasnt either since 1:15ish
4940069316	2020-06-04T03:24:42	zerrenadeseado	istheservicedown	If anyone has info on when network will be back up please let me know! Ive been with them since 2012 this is the first time ive had an issue
4940093599	2020-06-04T03:55:21	disqus_Zz7WJrJz2t	istheservicedown	Heflin Al cannot get internet service phones barely wirk this evening. What’s up with Verizon ?
4940094697	2020-06-04T03:56:46	disqus_Zz7WJrJz2t	istheservicedown	Why only one bar with Verizon in Heflin AL I’m visiting my sister who lived here she can’t even text anyone
4940102973	2020-06-04T04:07:39	disqus_lBoBOjJQFX	istheservicedown	Internet been down in Kapaa, Kauai since 8:30 am and it's now 6:00 pm
4940113901	2020-06-04T04:22:39	None	istheservicedown	No cell service in Temple GA since 9am on 6/3/20
4940119401	2020-06-04T04:30:42	turizzmo1	istheservicedown	wth. no service middletown,oh ???
4940122126	2020-06-04T04:34:36	soniakittle	istheservicedown	Last 4 day has been very bad internet and cable dropping we pay to much for this to happen every day
4940126230	2020-06-04T04:40:48	None	istheservicedown	down in new jersey, 08021
4940144501	2020-06-04T05:08:46	carolemadsen	istheservicedown	can't use my phone to call or text.  No service since 8:30 this morning.  It's now 7pmPrinceville, HI
4940149215	2020-06-04T05:16:01	None	istheservicedown	No mail delivery to my home again today in Upland California. Have cameras and mail truck never even came onto my cul de sac. This is becoming the norm with my carrier. I complain at the toll free USPS number, but they just have the local post office call me. Nothing is ever done and the problem still exists.
4940152354	2020-06-04T05:20:58	None	istheservicedown	No internet in Wilmington NC area as of midnight 4 July 20.
4940152389	2020-06-04T05:21:00	graham_pink	istheservicedown	Only connect to Asian servers. Matchmaking empty.Gave up. Went home.
4940153389	2020-06-04T05:22:34	None	istheservicedown	Internet is out in Wilmington NC area. 😣
4940156745	2020-06-04T05:27:51	None	istheservicedown	Here's your conspiracy check. Thanks for participating.
4940173204	2020-06-04T05:55:39	disqus_5ggcJb3Ht5	istheservicedown	Please contact your local post officeMax
4940179332	2020-06-04T06:06:29	disqus_5ggcJb3Ht5	istheservicedown	CeCe great to hear!Like i have been saying on here most of our facilities are backed upYou're welcome and so is everyone else here!Max
4940194012	2020-06-04T06:33:08	disqus_5ggcJb3Ht5	istheservicedown	Jay there really is no in transit!It's the arrived departed and processed through scans that count and sometimes that's not true!It's still at Atlanta Peachtree GAPlease give it a few days and if no movement then visit our website and file a claimmissing packageMax
4940194713	2020-06-04T06:34:19	disqus_5ggcJb3Ht5	istheservicedown	Please contact your local post officeMax
4940195058	2020-06-04T06:34:56	disqus_5ggcJb3Ht5	istheservicedown	What's your tracking numbers?Max
4940203067	2020-06-04T06:49:12	disqus_5ggcJb3Ht5	istheservicedown	Taylor it arrived at Los Angles CA Distribution Center June 3rd It's on the wayMax
4940204233	2020-06-04T06:51:10	disqus_5ggcJb3Ht5	istheservicedown	Kelly it arrived at Charlotte NC Distribution Center on June 3rd at 9:54 pmIt's on the wayMax
4940205704	2020-06-04T06:53:47	disqus_5ggcJb3Ht5	istheservicedown	Sheila it arrived to the shipping partner on June 3rdnow let's hope we receive it soonMax
4940206430	2020-06-04T06:55:05	disqus_udblOgRax1	istheservicedown	Lancaster, PA.  No email, slow internet, intermittent phone problems.
4940216583	2020-06-04T07:13:07	disqus_VSCrxGYOWx	istheservicedown	Seriously Spectrum, get your crap together! When I called at 12:20am , you guys said it was a "Scheduled Maintenance" which would take an hour to 2 hours TOPS! It is now 3:12am and here I am, still with NO INTERNET! I dont pay you guys to not provide me with the services I expect to have!
4940295437	2020-06-04T09:31:22	rhondantybrownmcbride	istheservicedown	#92748927005390000064369216,#42074525927489270048001272675125,#4207452592748927005303010051640673,#4207452592612927005179.I truly appreciate your help as this is extremely frustrating.
4940327191	2020-06-04T10:24:33	ty_livingston	istheservicedown	My package arrived in Atlanta, GA on May 28th and haven’t moved since .. Any idea when it will be processed and delivered?
4940376451	2020-06-04T11:32:58	disqus_LrLpSPYX29	istheservicedown	It's 530 am and my internet has been out since 12 yesterday here in Utah. We have Comcast business and it's impacting my ability to WFH. This is ridiculous.
4940378366	2020-06-04T11:35:18	disqus_zDHfct64gN	istheservicedown	internet out in my part of Harrison, Arkansas
4940404790	2020-06-04T12:06:00	None	istheservicedown	I paid for international express shipping. My package should’ve arrived within 2 days. Instead it has been updated since 5/30. It’s now 6/4. I’m MAD as hell. I paid for expedited shipping and they’re not going refund it! ups is a joke!!
4940406091	2020-06-04T12:07:27	None	istheservicedown	I paid for express international shipping. It was supposed to be delivered in 2 days!! Instead it’s been sitting there and hasn’t updated since 5/30. Today is 6/4. And they have no plan to refund my shipping costs. Ups is a joke!!!
4940419255	2020-06-04T12:21:24	disqus_mjhLLf22Qp	istheservicedown	Hey max these 2 that were in Jerseycity which we spoke about the other day that were destined for Los Angeles both ended up in SAN JUAN PR this morning. Will they just reroute them selves from out there?95055154399101485648009505515439910148564817
4940425818	2020-06-04T12:28:13	disqus_aD0beJ60oO	istheservicedown	Max, my number is 92748999916797553022509247, and it's been stuck in Shreveport, La for 5 days with the delivery date being June 2nd... well, it's June 4th and the package hasn't left Shreveport.  It won't let me file a claim on the number either.  What gives?
4940428782	2020-06-04T12:31:12	None	istheservicedown	riots are interrupting wireless service
4940432624	2020-06-04T12:34:59	alyssaradanovich	istheservicedown	My account got deleted completely. The email still works for other things like my Xbox account, but my channel is gone. Three years of work gone. Thanks YouTube 🥺
4940498965	2020-06-04T13:34:35	smallmiracle1	istheservicedown	On demand links like network option won't open... they're frozen...cannot select network shows. Box reboot didn't work. Three TV's affected in Tamarac...South Florida. Most all options frozen as a matter of fact. Three days and counting...no on demand
4940527218	2020-06-04T13:57:17	ministergrok	istheservicedown	Greensboro NC. No internet since mid day yesterday
4940585156	2020-06-04T14:42:51	disqus_P3w4SniBqA	istheservicedown	Send bobs I can help
4940585540	2020-06-04T14:43:09	None	istheservicedown	I can't do anything with my phone. No calling, texting, games, internet...NADA.. Dover, DE
4940596755	2020-06-04T14:51:44	None	istheservicedown	zero service since yesterday with Tmobile.  Cant even talk to some one to find out whats going on
4940616770	2020-06-04T15:06:49	dianenoskey	istheservicedown	I also have very slow internet...and I'M PAYING OVER 80.00 a month for the senior plan. it's a no limit plan... for one person I find this outrageous. I'm also looking into a company with an affordable plan. And my moto g6 is a piece of junk, I have already had two phones both have not worked right nothing but problems they say I have to try another moto g6 for the third time, I do not! want it...Looking for a better company...any suggestions out there? Thank you
4940628706	2020-06-04T15:15:43	None	istheservicedown	after most recent update, which seems to be happening more frequently, i can not hear who i'm talking with, although they can hear me. worked with Sprint tech this weekend and according to them things should be fine, yet still today my calls are unclear. Also, like someone else reported, unless i'm connected to wifi i have not internet - the 4G doesn't kick in
4940642609	2020-06-04T15:25:54	jennifferstar	istheservicedown	my phone has been running on 2g since yesterday and will not make any calls I can only text and even that is buffering. Same with my moms phone. Time to get a land line.
4940649589	2020-06-04T15:30:57	michelleburtonmann	istheservicedown	No cell phone calling since this.morning. Russell Springs KY
4940661892	2020-06-04T15:39:58	benjaminguile	istheservicedown	Down for hours now here in Chamblee Georgia. Telephone works but the Internet is down down down. Can't reach anybody over at Comcast. No explanation of the problem. This is a business and I need the Internet. I have heard that some companies offer redundancy so that they can re route traffic slower but at least not out during outages. Perhaps I should investigate them?
4940675290	2020-06-04T15:49:51	johnjpacetti	istheservicedown	Internet down since yesterday (Wednesday) 6/3.
4940681801	2020-06-04T15:54:33	disqus_5ggcJb3Ht5	istheservicedown	Ty what's your tracking number?Max
4940682849	2020-06-04T15:55:21	disqus_5ggcJb3Ht5	istheservicedown	Stevie contact the postal inspection serviceMax
4940694798	2020-06-04T16:04:02	disqus_5ggcJb3Ht5	istheservicedown	Rhonda what i am seeing here is the first one looks like we never received it from the shipping partner and if we did maybe we didn't scan it  the second and last one i am getting status not available the third one departed shipping partner and also looks like we didn't receive it Please visit our website and file a claim missing packagesMax
4940696403	2020-06-04T16:05:15	disqus_5ggcJb3Ht5	istheservicedown	Taylor it's out for delivery todayMax
4940700169	2020-06-04T16:08:02	disqus_xTf1naHuVp	istheservicedown	Middletown De, No SERVICE  Start yesterday around 5pm  Still broke !
4940731445	2020-06-04T16:30:26	annagarciatulloch	istheservicedown	No phone service in Pennsauken, NJ but service in Cherry Hill.  What is up with that?  We have been out since around 3pm yesterday.
4940734225	2020-06-04T16:32:27	disqus_5ggcJb3Ht5	istheservicedown	Shane yes they shouldLA is still backed up  My facility in Illinois is doing Pittsburgh and Detroit mailso i guess they are backed up too The good thing is it's moving!Max
4940745585	2020-06-04T16:40:38	None	istheservicedown	My service has been fully paid for and yet I haven’t had data or service for the past week outside of the house, it’s extremely inconvenient-Jensen Beach, FL
4940787578	2020-06-04T17:10:32	disqus_mjhLLf22Qp	istheservicedown	Ok sounds good had me worried a bit when I saw Puerto Rico! Thank you, although I have received other packages sent after these is it just luck of the draw with the process in facilities for which is delayed and which goes through on time?
4940815611	2020-06-04T17:29:52	krocjoe	istheservicedown	T-Mobile Cellular Service was down in Middletown, DE as of 1200 PM.
4940829588	2020-06-04T17:39:42	None	istheservicedown	Max- Any other suggestion on this package. I cannot get anyone to respond in Des Moines dc. We are now almost a month out from my mailing. I’ve opened two cases they have both been closed and I am at my wits and getting an answer of what happened to it. Any suggestion for where to go next?
4940835270	2020-06-04T17:43:44	thecrud	istheservicedown	Gladwin Mi. The whole works down yet again. A BMW V8 is more reliable.
4940838604	2020-06-04T17:46:00	thecrud	istheservicedown	When you are hitting a central bank I want to protest too.
4940840719	2020-06-04T17:47:28	thecrud	istheservicedown	Starlink michigan is first whoot.
4940845326	2020-06-04T17:50:38	hopeporter	istheservicedown	Been down since 2:30 yesterday in Bristol Indiana. We better be getting a credit for this BS
4940853388	2020-06-04T17:56:16	None	istheservicedown	No service Columbus Ohio
4940859617	2020-06-04T18:00:34	stephenludwigjourneyoflife	istheservicedown	Yep, And we are paying high dollar for FIBER.  We will go out of business because of Internet outages not COVID 19
4940861291	2020-06-04T18:01:37	None	istheservicedown	Internet down in Keller Texas for the past hour.  It is now 1 pm CST.
4940874702	2020-06-04T18:06:21	None	istheservicedown	Very Effected!! I just got off the phone with a lovely person in Customer Service who trouble shot my phone and none of it worked. He said my only option was to go in store and have my phone refreshed. Clearly this is a network connection error and no one at METRO wants to admit it. Please fix this now. We have had enough of your tyranny and if this persists we will be looking for other phone services.
4940922350	2020-06-04T18:32:47	OPT1CS	istheservicedown	I have a package that was supposed to be delivered last week. It was last scanned in Oakland, CA on May 28 and was originally supposed to be delivered on the 30th. I am a bit more worried now because I have a package from a different carrier also get delayed... which also got scanned in Oakland.
4940934259	2020-06-04T18:41:12	disqus_DvUt2Dobc9	istheservicedown	No internet Medford OR
4940968841	2020-06-04T19:06:23	diana_delucia	istheservicedown	Internet completely out in Stamford-OptimumHow long, need to work... can’t get through on phones, no help on website, reset modem, router et etc
4940970250	2020-06-04T19:07:25	omarwaddyjawad	istheservicedown	Bensalem pa, no Internet or TV all day?? Says comcast is no longer in service at this address???What is this??
4940986317	2020-06-04T19:19:09	None	istheservicedown	The worst Company
